Bắt	Arrest-jail	O	T33	Person-Arg:T34 
sau	O	O	O	N
khi	O	O	O	N
chơi	O	O	O	N
"	O	O	O	N
hàng	O	O	O	N
đá	O	O	O	N
"	O	O	O	N
thì	O	O	O	N
tìm	O	O	O	N
gặp	O	O	O	N
đám	O	O	O	N
giang_hồ	O	O	O	N
kia	O	O	O	N
chửi_bới	O	O	O	N
,	O	O	O	N
thách_thức	O	O	O	N
.	O	O	O	N

Những	O	O	O	N
vụ	O	O	O	N
gây_rối	O	O	O	N
của	O	O	O	N
Huy	O	PER	T30	N
không_thể	O	O	O	N
qua_mặt	O	O	O	N
được	O	O	O	N
lực_lượng	O	O	O	N
Công_an	O	O	O	N
và	O	O	O	N
đến	O	O	O	N
đầu	O	O	O	N
năm	O	O	O	N
2011	O	O	O	N
thì	O	O	O	N
hắn	O	O	O	N
và	O	O	O	N
đồng_bọn	O	PER	T31	N
bị	O	O	O	N
Công_an	O	ORG	T29	N
phường	O	ORG	T29	N
1	O	ORG	T29	N
,	O	ORG	T29	N
quận	O	ORG	T29	N
10	O	ORG	T29	N
lập	O	O	O	N
hồ_sơ	O	O	O	N
đưa	Extradite	O	T28	Person-Arg:T30 Person-Arg2:T31 Agent-Arg:T29 Destination-Arg:T32 
vào	O	O	O	N
cơ_sở	O	FAC	T32	N
cai_nghiện	O	FAC	T32	N
bắt_buộc	O	FAC	T32	N
theo	O	O	O	N
Nghị_định	O	O	O	N
43	O	O	O	N
/	O	O	O	N
CP	O	O	O	N
cho	O	O	O	N
đến	O	O	O	N
tháng	O	O	O	N
2/2014	O	O	O	N
mới	O	O	O	N
được	O	O	O	N
trả	O	O	O	N
về	O	O	O	N
địa_phương	O	O	O	N
.	O	O	O	N

Quá	O	O	O	N
chán_nản	O	O	O	N
khi	O	O	O	N
sống	O	O	O	N
với	O	O	O	N
người	O	O	O	N
chồng	O	O	O	N
nghiện_ngập	O	O	O	N
,	O	O	O	N
trộm_cắp	O	O	O	N
,	O	O	O	N
ngày	O	O	O	N
hắn	O	O	O	N
được	O	O	O	N
đưa	O	O	O	N
đi	O	O	O	N
cai_nghiện	O	O	O	N
bắt_buộc	O	O	O	N
,	O	O	O	N
vợ	O	O	O	N
hắn	O	O	O	N
đã	O	O	O	N
nói	O	O	O	N
lời	O	O	O	N
tạm_biệt	O	O	O	N
rồi	O	O	O	N
ôm	O	O	O	N
đứa	O	O	O	N
con	O	O	O	N
nhỏ	O	O	O	N
về	O	O	O	N
sống	O	O	O	N
với	O	O	O	N
cha_mẹ	O	O	O	N
.	O	O	O	N

Hành_động	O	O	O	N
tàn_độc	O	O	O	N
của	O	O	O	N
kẻ	O	O	O	N
máu	O	O	O	N
lạnh	O	O	O	N
Trở_lại	O	O	O	N
vụ	O	O	O	N
án	O	O	O	N
,	O	O	O	N
buổi_sáng	O	O	O	N
ngày	O	O	O	N
23/4	O	O	O	N
,	O	O	O	N
sau	O	O	O	N
khi	O	O	O	N
chơi	O	O	O	N
một	O	O	O	N
bi	O	O	O	N
ma_tuý	O	O	O	N
đá	O	O	O	N
,	O	O	O	N
Huy	O	O	O	N
về	O	O	O	N
nhà	O	O	O	N
mở_cửa	O	O	O	N
nài_nỉ	O	O	O	N
bà	O	O	O	N
nội	O	O	O	N
xin	O	O	O	N
tiền	O	O	O	N
.	O	O	O	N

Bị	O	O	O	N
bà	O	O	O	N
Tuyết	O	O	O	N
la	O	O	O	N
mắng	O	O	O	N
nhưng	O	O	O	N
vì	O	O	O	N
lúc	O	O	O	N
này	O	O	O	N
trong	O	O	O	N
nhà	O	O	O	N
ngoài	O	O	O	N
bà	O	O	O	N
với	O	O	O	N
hai	O	O	O	N
đứa	O	O	O	N
nhỏ	O	O	O	N
còn	O	O	O	N
có	O	O	O	N
thêm	O	O	O	N
thím	O	O	O	N
dâu	O	O	O	N
là	O	O	O	N
Lê_Thị_Nhớ	O	O	O	N
nên	O	O	O	N
Huy	O	O	O	N
giả_bộ	O	O	O	N
sợ_hãi	O	O	O	N
ôm	O	O	O	N
mặt	O	O	O	N
ngồi	O	O	O	N
xuống	O	O	O	N
ghế	O	O	O	N
.	O	O	O	N

Đợi	O	O	O	N
chị	O	O	O	N
Nhớ	O	O	O	N
xách	O	O	O	N
giỏ	O	O	O	N
đi	O	O	O	N
chợ	O	O	O	N
,	O	O	O	N
Huy	O	O	O	N
lao	O	O	O	N
đến	O	O	O	N
ôm	O	O	O	N
chặt	O	O	O	N
bà	O	O	O	N
Tuyết	O	O	O	N
,	O	O	O	N
lần	O	O	O	N
tay	O	O	O	N
khắp	O	O	O	N
người	O	O	O	N
tìm_kiếm	O	O	O	N
bọc	O	O	O	N
tiền	O	O	O	N
.	O	O	O	N

Bị	O	O	O	N
bà	O	PER	T34	N
Tuyết	O	PER	T34	N
xô	O	O	O	N
ra	O	O	O	N
rồi	O	O	O	N
lấy	O	O	O	N
chiếc	O	O	O	N
roi	O	O	O	N
đánh	Attack	O	T33	Attacker-Arg:T34 Target-Arg:T35 
lại	O	O	O	N
,	O	O	O	N
Huy	O	PER	T35	N
chạy	O	O	O	N
vào	O	O	O	N
góc	O	O	O	N
nhà	O	O	O	N
lấy	O	O	O	N
khúc	O	O	O	N
gỗ	O	O	O	N
chèn	O	O	O	N
cửa	O	O	O	N
giơ	O	O	O	N
lên	O	O	O	N
hăm_doạ	O	O	O	N
:	O	O	O	N
"	O	O	O	N
Bà	O	O	O	N
đưa	O	O	O	N
tiền	O	O	O	N
ra	O	O	O	N
ngay	O	O	O	N
,	O	O	O	N
không	O	O	O	N
thì	O	O	O	N
đừng	O	O	O	N
mong	O	O	O	N
sống_sót	O	O	O	N
,	O	O	O	N
đưa	O	O	O	N
tiền	O	O	O	N
ra	O	O	O	N
ngay	O	O	O	N
…	O	O	O	N
"	O	O	O	N
.	O	O	O	N

Bị	O	O	O	N
cự_tuyệt	O	O	O	N
không	O	O	O	N
đưa	O	O	O	N
tiền	O	O	O	N
,	O	O	O	N
Huy	O	PER	T38	N
lấy	O	O	O	N
hết_sức	O	O	O	N
bổ	Attack	O	T36	Attacker-Arg:T38 Instrument-Arg:T37 Target-Arg:T39 
thẳng	O	O	O	N
khúc	O	VEH	T37	N
gỗ	O	VEH	T37	N
nhiều	O	O	O	N
nhát	O	O	O	N
xuống	O	O	O	N
đầu	O	O	O	N
cho	O	O	O	N
đến	O	O	O	N
khi	O	O	O	N
bà	O	PER	T39	N
Tuyết	O	PER	T39	N
bị	O	O	O	N
chảy	Injure	O	T40	Victim-Arg:T39 Agent-Arg:T38 
máu	Injure	O	T40	Victim-Arg:T39 Agent-Arg:T38 
hộp	Injure	O	T40	Victim-Arg:T39 Agent-Arg:T38 
sọ	Injure	O	T40	Victim-Arg:T39 Agent-Arg:T38 
,	O	O	O	N
không	O	O	O	N
còn	O	O	O	N
cử_động	O	O	O	N
được	O	O	O	N
,	O	O	O	N
mới	O	O	O	N
chịu	O	O	O	N
ngưng	O	O	O	N
tay	O	O	O	N
.	O	O	O	N

Thấy	O	O	O	N
bà	O	O	O	N
nội	O	O	O	N
bị	O	O	O	N
đánh	O	O	O	N
,	O	O	O	N
hai	O	O	O	N
con	O	O	O	N
của	O	O	O	N
chị	O	O	O	N
Nhớ	O	O	O	N
là	O	O	O	N
Ngô_Thị_Như	O	PER	T42	N
Ý	O	PER	T42	N
,	O	PER	T42	N
sinh	O	PER	T42	N
năm	O	PER	T42	N
2002	O	PER	T42	N
và	O	PER	T42	N
Ngô_Minh_Thành	O	PER	T42	N
,	O	PER	T42	N
sinh	O	PER	T42	N
năm	O	PER	T42	N
2007	O	PER	T42	N
lao	O	O	O	N
tới	O	O	O	N
xin	O	O	O	N
tha	O	O	O	N
cho	O	O	O	N
bà	O	O	O	N
nội	O	O	O	N
nhưng	O	O	O	N
Huy	O	PER	T43	N
không_những	O	O	O	N
không	O	O	O	N
nghe	O	O	O	N
mà_còn	O	O	O	N
tiếp_tục	O	O	O	N
dùng	O	O	O	N
cây_gỗ	O	VEH	T44	N
đập	Attack	O	T41	Target-Arg:T42 Attacker-Arg:T43 Instrument-Arg:T44 
nhiều	O	O	O	N
nhát	O	O	O	N
vào	O	O	O	N
đầu	O	O	O	N
khiến	O	O	O	N
hai	O	O	O	N
cháu	O	O	O	N
bị	O	O	O	N
chấn_thương	O	O	O	N
sọ	O	O	O	N
não	O	O	O	N
rất	O	O	O	N
nặng	O	O	O	N
.	O	O	O	N

Ngay	O	O	O	N
sau	O	O	O	N
khi	O	O	O	N
sự_việc	O	O	O	N
xảy	O	O	O	N
ra	O	O	O	N
,	O	O	O	N
Công_an	O	O	O	N
phường	O	O	O	N
1	O	O	O	N
,	O	O	O	N
quận	O	O	O	N
10	O	O	O	N
đã	O	O	O	N
có_mặt	O	O	O	N
tại	O	O	O	N
hiện_trường	O	O	O	N
,	O	O	O	N
nhanh_chóng	O	O	O	N
đưa	O	O	O	N
các	O	O	O	N
nạn_nhân	O	O	O	N
vào	O	O	O	N
Bệnh_viện	O	O	O	N
Nhi_đồng	O	O	O	N
1	O	O	O	N
và	O	O	O	N
Bệnh_viện	O	O	O	N
Chợ_Rẫy	O	O	O	N
cấp_cứu	O	O	O	N
.	O	O	O	N

Và	O	O	O	N
Huy	O	O	O	N
bị	O	O	O	N
bắt	O	O	O	N
.	O	O	O	N

Cháu	O	O	O	N
Ngô_Minh_Thành	O	O	O	N
đang	O	O	O	N
được	O	O	O	N
điều_trị	O	O	O	N
tại	O	O	O	N
bệnh_viện	O	O	O	N
Nhi_Đồng	O	O	O	N
1	O	O	O	N
Theo	O	O	O	N
lời	O	O	O	N
kể	O	O	O	N
của	O	O	O	N
anh	O	O	O	N
H.	O	O	O	N
,	O	O	O	N
chuyên	O	O	O	N
giao	O	O	O	N
hoa	O	O	O	N
thuê	O	O	O	N
cho	O	O	O	N
một_số	O	O	O	N
sạp	O	O	O	N
ở	O	O	O	N
chợ	O	O	O	N
Hồ_Thị_Kỷ	O	O	O	N
kể	O	O	O	N
lại	O	O	O	N
:	O	O	O	N
Đã	O	O	O	N
mấy	O	O	O	N
năm	O	O	O	N
nay	O	O	O	N
,	O	O	O	N
khi	O	O	O	N
Huy	O	O	O	N
và	O	O	O	N
đồng_bọn	O	O	O	N
được	O	O	O	N
đưa	O	O	O	N
đi	O	O	O	N
cai_nghiện	O	O	O	N
bắt_buộc	O	O	O	N
thì	O	O	O	N
bà_con	O	O	O	N
tiểu_thương	O	O	O	N
ở	O	O	O	N
khu	O	O	O	N
chợ	O	O	O	N
hoa	O	O	O	N
này	O	O	O	N
thật_sự	O	O	O	N
buôn_bán	O	O	O	N
yên_ổn	O	O	O	N
.	O	O	O	N
"	O	O	O	N

Sáng	O	O	O	N
đó	O	O	O	N
tôi	O	O	O	N
có	O	O	O	N
nghe	O	O	O	N
thấy	O	O	O	N
tiếng	O	O	O	N
bà	O	O	O	N
Tuyết	O	O	O	N
mắng_Huy	O	O	O	N
,	O	O	O	N
sau	O	O	O	N
đó	O	O	O	N
mấy	O	O	O	N
đứa	O	O	O	N
nhỏ	O	O	O	N
trong	O	O	O	N
nhà	O	O	O	N
cũng	O	O	O	N
nói	O	O	O	N
lớn_tiếng	O	O	O	N
mấy	O	O	O	N
câu	O	O	O	N
gì	O	O	O	N
đó	O	O	O	N
rồi	O	O	O	N
im_bặt	O	O	O	N
.	O	O	O	N

Sau	O	O	O	N
đó	O	O	O	N
tôi	O	O	O	N
thấy	O	O	O	N
Huy	O	O	O	N
bình_thản	O	O	O	N
kéo	O	O	O	N
cửa	O	O	O	N
sắt	O	O	O	N
đi	O	O	O	N
ra	O	O	O	N
khỏi	O	O	O	N
nhà	O	O	O	N
.	O	O	O	N

Nghĩ	O	O	O	N
chuyện	O	O	O	N
cũng	O	O	O	N
bình_thường	O	O	O	N
như	O	O	O	N
lúc	O	O	O	N
trước	O	O	O	N
,	O	O	O	N
mỗi	O	O	O	N
khi	O	O	O	N
Huy	O	O	O	N
về	O	O	O	N
nhà	O	O	O	N
đều	O	O	O	N
bị	O	O	O	N
rầy_la	O	O	O	N
về	O	O	O	N
tội	O	O	O	N
hút_chích	O	O	O	N
nên	O	O	O	N
tôi	O	O	O	N
cũng	O	O	O	N
không	O	O	O	N
để_ý	O	O	O	N
nữa	O	O	O	N
mà	O	O	O	N
tập_trung	O	O	O	N
vào	O	O	O	N
công_việc	O	O	O	N
,	O	O	O	N
chỉ	O	O	O	N
đến	O	O	O	N
khi	O	O	O	N
chị	O	O	O	N
Nhớ	O	O	O	N
kêu	O	O	O	N
cứu	O	O	O	N
thì	O	O	O	N
chúng_tôi	O	O	O	N
mới	O	O	O	N
biết	O	O	O	N
nhưng	O	O	O	N
đã	O	O	O	N
quá	O	O	O	N
muộn	O	O	O	N
"	O	O	O	N
,	O	O	O	N
anh	O	O	O	N
H.	O	O	O	N
cho	O	O	O	N
biết	O	O	O	N
.	O	O	O	N

Có_mặt	O	O	O	N
tại	O	O	O	N
khoa	O	O	O	N
cấp_cứu	O	O	O	N
bệnh_viện	O	O	O	N
Nhi_Đồng	O	O	O	N
1	O	O	O	N
,	O	O	O	N
chúng_tôi	O	O	O	N
ghi_nhận	O	O	O	N
tình_trạng	O	O	O	N
sức_khoẻ	O	O	O	N
của	O	O	O	N
hai	O	O	O	N
cháu	O	O	O	N
Như_Ý	O	O	O	N
và	O	O	O	N
Minh_Thành	O	O	O	N
đang	O	O	O	N
trong	O	O	O	N
tình_trạng	O	O	O	N
hết_sức	O	O	O	N
nguy_kịch	O	O	O	N
.	O	O	O	N

Cháu	O	O	O	N
Ngô_Thị_Như	O	PER	T46	N
Ý	O	PER	T46	N
bị	O	O	O	N
hôn_mê	Injure	O	T45	Victim-Arg:T46 
sâu	O	O	O	N
,	O	O	O	N
thở	O	O	O	N
không	O	O	O	N
đều	O	O	O	N
,	O	O	O	N
chân_tay	O	O	O	N
co_giật	O	O	O	N
,	O	O	O	N
hộp	O	O	O	N
sọ	O	O	O	N
bị	O	O	O	N
lõm	O	O	O	N
do	O	O	O	N
bị	O	O	O	N
vật	O	O	O	N
cứng	O	O	O	N
đánh	O	O	O	N
và	O	O	O	N
tụ	O	O	O	N
máu	O	O	O	N
vùng	O	O	O	N
đỉnh	O	O	O	N
đầu	O	O	O	N
.	O	O	O	N

Cháu	O	O	O	N
Ngô_Minh_Thành	O	PER	T48	N
cũng	O	O	O	N
hôn_mê	Injure	O	T47	Victim-Arg:T48 
sâu	O	O	O	N
,	O	O	O	N
mất	O	O	O	N
phản_xạ	O	O	O	N
ánh_sáng	O	O	O	N
và	O	O	O	N
cả	O	O	O	N
hai	O	O	O	N
cháu	O	O	O	N
đều	O	O	O	N
được	O	O	O	N
các	O	O	O	N
bác_sỹ	O	O	O	N
chẩn_đoán	O	O	O	N
chấn_thương	O	O	O	N
sọ	O	O	O	N
não	O	O	O	N
.	O	O	O	N

Tại	O	O	O	N
Bệnh_viện	O	O	O	N
Chợ_Rẫy	O	O	O	N
,	O	O	O	N
bác	O	O	O	N
sỹ	O	O	O	N
Trần_Quang_Vinh	O	O	O	N
,	O	O	O	N
Trưởng	O	O	O	N
khoa	O	O	O	N
Hồi_sức	O	O	O	N
ngoại	O	O	O	N
thần_kinh	O	O	O	N
cho	O	O	O	N
biết	O	O	O	N
:	O	O	O	N
Bà_Tuyết	O	O	O	N
hiện	O	O	O	N
đang	O	O	O	N
trong	O	O	O	N
tình_trạng	O	O	O	N
hết_sức	O	O	O	N
nguy_kịch	O	O	O	N
,	O	O	O	N
do	O	O	O	N
bị	O	O	O	N
dập	O	O	O	N
não	O	O	O	N
đỉnh	O	O	O	N
phải	O	O	O	N
nên	O	O	O	N
đã	O	O	O	N
khiến	O	O	O	N
bà	O	O	O	N
bị	O	O	O	N
hôn_mê	O	O	O	N
,	O	O	O	N
mạch	O	O	O	N
đập	O	O	O	N
không	O	O	O	N
đều	O	O	O	N
…	O	O	O	N
Hiện	O	O	O	N
các	O	O	O	N
bác_sỹ	O	O	O	N
vẫn	O	O	O	N
đang	O	O	O	N
cố_gắng	O	O	O	N
hết_mình	O	O	O	N
,	O	O	O	N
làm	O	O	O	N
mọi	O	O	O	N
cách	O	O	O	N
để	O	O	O	N
có_thể	O	O	O	N
cứu	O	O	O	N
sống	O	O	O	N
nạn_nhân	O	O	O	N
.	O	O	O	N

Nét	O	O	O	N
mặt	O	O	O	N
thất_thần	O	O	O	N
nhìn	O	O	O	N
hai	O	O	O	N
đứa	O	O	O	N
con	O	O	O	N
và	O	O	O	N
mẹ	O	O	O	N
chồng	O	O	O	N
đang	O	O	O	N
nằm	O	O	O	N
hôn_mê	O	O	O	N
do	O	O	O	N
chấn_thương	O	O	O	N
sọ	O	O	O	N
não	O	O	O	N
,	O	O	O	N
chị	O	O	O	N
Lê_Thị_Nhớ	O	O	O	N
than_thở	O	O	O	N
:	O	O	O	N
"	O	O	O	N
Gia_đình	O	O	O	N
tôi	O	O	O	N
thật	O	O	O	N
vô_phúc	O	O	O	N
,	O	O	O	N
chỉ	O	O	O	N
trong	O	O	O	N
chưa	O	O	O	N
đầy	O	O	O	N
một	O	O	O	N
giờ	O	O	O	N
đồng_hồ	O	O	O	N
mà	O	O	O	N
có	O	O	O	N
tới	O	O	O	N
3	O	O	O	N
người_thân	O	O	O	N
bị	O	O	O	N
đánh	O	O	O	N
đến	O	O	O	N
thập_tử_nhất_sinh	O	O	O	N
không	O	O	O	N
biết	O	O	O	N
sống_chết	O	O	O	N
ra	O	O	O	N
sao	O	O	O	N
.	O	O	O	N

Thôi_thì	O	O	O	N
đành	O	O	O	N
phó_mặc	O	O	O	N
cho	O	O	O	N
số	O	O	O	N
trời	O	O	O	N
vậy	O	O	O	N
"	O	O	O	N
.	O	O	O	N

Chị	O	O	O	N
Nhớ	O	O	O	N
kể	O	O	O	N
lại	O	O	O	N
:	O	O	O	N
"	O	O	O	N
Vì_Huy	O	O	O	N
là	O	O	O	N
con_nghiện	O	O	O	N
lại	O	O	O	N
nhiều	O	O	O	N
lần	O	O	O	N
từng	O	O	O	N
có	O	O	O	N
tiền_án	O	O	O	N
,	O	O	O	N
tiền_sự	O	O	O	N
về	O	O	O	N
tội	O	O	O	N
trộm_cắp	O	O	O	N
nên	O	O	O	N
trước	O	O	O	N
khi	O	O	O	N
đi	O	O	O	N
tôi	O	O	O	N
có	O	O	O	N
căn_dặn	O	O	O	N
đứa	O	O	O	N
con_gái	O	O	O	N
lớn	O	O	O	N
phải	O	O	O	N
trông_nom	O	O	O	N
bà	O	O	O	N
nội	O	O	O	N
cho	O	O	O	N
cẩn_thận	O	O	O	N
,	O	O	O	N
nếu	O	O	O	N
thấy	O	O	O	N
Huy	O	O	O	N
có	O	O	O	N
giở_trò	O	O	O	N
gì	O	O	O	N
thì	O	O	O	N
gọi	O	O	O	N
điện	O	O	O	N
ngay	O	O	O	N
để	O	O	O	N
mẹ	O	O	O	N
về	O	O	O	N
.	O	O	O	N

Khoảng	O	O	O	N
gần	O	O	O	N
một	O	O	O	N
tiếng	O	O	O	N
đồng_hồ	O	O	O	N
sau	O	O	O	N
tôi	O	O	O	N
trở_về	O	O	O	N
nhà	O	O	O	N
thì	O	O	O	N
thấy	O	O	O	N
cửa	O	O	O	N
sắt	O	O	O	N
bên	O	O	O	N
ngoài	O	O	O	N
đóng	O	O	O	N
kín	O	O	O	N
.	O	O	O	N

Khi	O	O	O	N
đẩy	O	O	O	N
cửa	O	O	O	N
ra	O	O	O	N
,	O	O	O	N
một	O	O	O	N
cảnh_tượng	O	O	O	N
kinh_hoàng	O	O	O	N
đập	O	O	O	N
vào	O	O	O	N
mắt	O	O	O	N
tôi	O	O	O	N
,	O	O	O	N
mẹ	O	O	O	N
chồng	O	O	O	N
nằm	O	O	O	N
bất_động	O	O	O	N
co_ro	O	O	O	N
trên	O	O	O	N
giường	O	O	O	N
,	O	O	O	N
con_gái	O	O	O	N
lớn	O	O	O	N
là	O	O	O	N
Ngô_Thị_Như	O	O	O	N
Ý	O	O	O	N
nằm	O	O	O	N
gục	O	O	O	N
trên	O	O	O	N
ghế	O	O	O	N
,	O	O	O	N
còn	O	O	O	N
Ngô_Minh_Thành	O	O	O	N
nằm	O	O	O	N
sóng_soài	O	O	O	N
trên	O	O	O	N
mặt_đất	O	O	O	N
,	O	O	O	N
trên	O	O	O	N
mặt	O	O	O	N
dính	O	O	O	N
đầy	O	O	O	N
máu	O	O	O	N
tươi	O	O	O	N
.	O	O	O	N

Mấy	O	O	O	N
ngày_nay	O	O	O	N
,	O	O	O	N
hai	O	O	O	N
vợ_chồng	O	O	O	N
tôi	O	O	O	N
phải	O	O	O	N
chạy	O	O	O	N
như	O	O	O	N
con_thoi	O	O	O	N
giữa	O	O	O	N
Bệnh_viện	O	O	O	N
Chợ_Rẫy	O	O	O	N
và	O	O	O	N
Nhi_Đồng	O	O	O	N
1	O	O	O	N
để	O	O	O	N
chăm_sóc	O	O	O	N
cho	O	O	O	N
ba	O	O	O	N
người	O	O	O	N
đang	O	O	O	N
trong	O	O	O	N
cơn	O	O	O	N
nguy_kịch	O	O	O	N
.	O	O	O	N

Cầu	O	O	O	N
mong	O	O	O	N
trời	O	O	O	N
đất	O	O	O	N
trợ_giúp	O	O	O	N
cho	O	O	O	N
mẹ	O	O	O	N
và	O	O	O	N
hai	O	O	O	N
con	O	O	O	N
tôi	O	O	O	N
tai	O	O	O	N
qua	O	O	O	N
nạn	O	O	O	N
khỏi	O	O	O	N
,	O	O	O	N
nếu	O	O	O	N
không	O	O	O	N
chắc	O	O	O	N
tôi	O	O	O	N
cũng	O	O	O	N
chết	O	O	O	N
theo	O	O	O	N
mất	O	O	O	N
…	O	O	O	N
"	O	O	O	N
.	O	O	O	N

Một	O	O	O	N
tên	O	O	O	N
tội_phạm	O	O	O	N
đã	O	O	O	N
trưởng_thành	O	O	O	N
,	O	O	O	N
nhưng	O	O	O	N
hành_vi	O	O	O	N
phạm_tội	O	O	O	N
thật	O	O	O	N
ghê_tởm	O	O	O	N
,	O	O	O	N
như	O	O	O	N
một	O	O	O	N
con	O	O	O	N
thú	O	O	O	N
.	O	O	O	N

Loại	O	O	O	N
người	O	O	O	N
này	O	O	O	N
chỉ	O	O	O	N
có_thể	O	O	O	N
loại_bỏ	O	O	O	N
chúng	O	O	O	N
ra	O	O	O	N
khỏi	O	O	O	N
xã_hội	O	O	O	N
thì	O	O	O	N
mới	O	O	O	N
phần_nào	O	O	O	N
bớt	O	O	O	N
nỗi	O	O	O	N
đau_thương	O	O	O	N
và	O	O	O	N
giận_dữ	O	O	O	N
của	O	O	O	N
người_thân	O	O	O	N
,	O	O	O	N
cộng_đồng	O	O	O	N
.	O	O	O	N

Công_an	O	O	O	N
quận	O	O	O	N
10	O	O	O	N
đang	O	O	O	N
tích_cực	O	O	O	N
điều_tra	O	O	O	N
để	O	O	O	N
hoàn_tất	O	O	O	N
hồ_sơ	O	O	O	N
vụ	O	O	O	N
án	O	O	O	N
Theo	O	O	O	N
Cảnh_sát	O	O	O	N
Toàn_cầu	O	O	O	N

Bộ_trưởng	O	PER	T1	N
Kinh_tế	O	PER	T1	N
Nga	O	PER	T1	N
bị	Arrest-jail	O	T2	Person-Arg:T1 Crime-Arg:T3 
bắt	Arrest-jail	O	T2	Person-Arg:T1 Crime-Arg:T3 
vì	O	O	O	N
nghi	O	CRIME	T3	N
nhận	O	CRIME	T3	N
hối_lộ	O	CRIME	T3	N

Nga	O	O	O	N
đã	O	O	O	N
mở	O	O	O	N
cuộc	O	O	O	N
điều_tra	O	O	O	N
hình_sự	O	O	O	N
Bộ_trưởng	O	O	O	N
Kinh_tế	O	O	O	N
-	O	O	O	N
Alexei_Ulyukayev	O	O	O	N
,	O	O	O	N
với	O	O	O	N
cáo_buộc	O	O	O	N
nhận	O	O	O	N
2	O	O	O	N
triệu	O	O	O	N
USD	O	O	O	N
để	O	O	O	N
ra	O	O	O	N
đánh_giá	O	O	O	N
có	O	O	O	N
lợi	O	O	O	N
cho	O	O	O	N
hãng	O	O	O	N
dầu_mỏ	O	O	O	N
Rosneft	O	O	O	N
trong	O	O	O	N
một	O	O	O	N
thương_vụ	O	O	O	N
mua_bán	O	O	O	N
.	O	O	O	N

Ông	O	PER	T4	N
Ulyukayev	O	PER	T4	N
(	O	PER	T4	N
60	O	PER	T4	N
tuổi	O	PER	T4	N
)	O	PER	T4	N
bị	O	O	O	N
bắt_giữ	Arrest-jail	O	T5	Time-Arg:T6 Person-Arg:T4 
hôm_qua	O	TIME	T6	N
,	O	O	O	N
ngay	O	O	O	N
sau	O	O	O	N
buổi	O	O	O	N
thẩm_vấn	O	O	O	N
,	O	O	O	N
theo	O	O	O	N
một	O	O	O	N
thông_báo	O	O	O	N
trên	O	O	O	N
website	O	O	O	N
của	O	O	O	N
Uỷ_ban	O	O	O	N
Điều_tra	O	O	O	N
Nga	O	O	O	N
.	O	O	O	N

Ông	O	O	O	N
là	O	O	O	N
quan_chức	O	O	O	N
cao	O	O	O	N
nhất	O	O	O	N
tại	O	O	O	N
đây	O	O	O	N
bị	O	O	O	N
bắt	O	O	O	N
kể	O	O	O	N
từ	O	O	O	N
sau	O	O	O	N
một	O	O	O	N
cuộc	O	O	O	N
đảo	Attack	O	T7	Time-Arg:T8 
chính	Attack	O	T7	Time-Arg:T8 
thất_bại	O	O	O	N
năm	O	TIME	T8	N
1991	O	TIME	T8	N
.	O	O	O	N

Ông	O	O	O	N
được	O	O	O	N
cho	O	O	O	N
là	O	O	O	N
đã	O	O	O	N
nhận	O	O	O	N
hối_lộ	O	O	O	N
để	O	O	O	N
ra	O	O	O	N
đánh_giá	O	O	O	N
"	O	O	O	N
tích_cực	O	O	O	N
"	O	O	O	N
,	O	O	O	N
giúp	O	O	O	N
Rosneft	O	PER	T10	N
mua	Transfer-ownership	O	T9	Seller-Arg:T10 
được	O	O	O	N
50	O	O	O	N
%	O	O	O	N
cổ_phần	O	O	O	N
Bashneft	O	O	O	N
,	O	O	O	N
Uỷ_ban	O	O	O	N
Điều_tra	O	O	O	N
Nga	O	O	O	N
hôm_nay	O	O	O	N
cho	O	O	O	N
biết	O	O	O	N
.	O	O	O	N

Họ	O	O	O	N
khẳng_định	O	O	O	N
sẽ	O	O	O	N
đẩy	O	O	O	N
nhanh	O	O	O	N
quá_trình	O	O	O	N
buộc_tội	O	O	O	N
.	O	O	O	N

Nếu	O	O	O	N
bị	O	O	O	N
kết_tội	Convict	O	T12	Defendant-Arg:T11 
,	O	O	O	N
ông	O	PER	T11	N
Ulyukayev	O	PER	T11	N
có_thể	O	O	O	N
ngồi	O	O	O	N
tù	O	O	O	N
8-15	O	O	O	N
năm	O	O	O	N
.	O	O	O	N

Người_phát_ngôn	O	O	O	N
của	O	O	O	N
điện	O	O	O	N
Kremlin	O	O	O	N
-	O	O	O	N
Dmitry_Peskov	O	O	O	N
cho_biết	O	O	O	N
trên	O	O	O	N
TASS	O	O	O	N
rằng	O	O	O	N
những	O	O	O	N
cáo_buộc	O	O	O	N
với	O	O	O	N
ông	O	O	O	N
Ulyukayev	O	O	O	N
"	O	O	O	N
rất	O	O	O	N
nghiêm_trọng	O	O	O	N
"	O	O	O	N
và	O	O	O	N
"	O	O	O	N
trong	O	O	O	N
bất_kỳ	O	O	O	N
trường_hợp	O	O	O	N
nào	O	O	O	N
,	O	O	O	N
chỉ	O	O	O	N
có	O	O	O	N
toà_án	O	O	O	N
mới	O	O	O	N
quyết_định	O	O	O	N
được	O	O	O	N
mọi	O	O	O	N
việc	O	O	O	N
"	O	O	O	N
.	O	O	O	N

Tháng	O	TIME	T13	N
trước	O	TIME	T13	N
,	O	O	O	N
Rosneft	O	PER	T14	N
đã	O	O	O	N
